,Year,Indicator Type,Indicator Name,Area Name,Radius Location,Value,heathrow_distance,LAT,LONG
44,2014,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS East Berkshire CCG,Outer,29.0599735213409,15803.713430000002,51.4541,-0.6802600000000001
45,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Ealing CCG,Inner,28.7533355755385,11465.530929999999,51.5244,-0.31405
46,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hillingdon CCG,Inner,28.0998277042167,7458.185529,51.5366,-0.4418
47,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hounslow CCG,Inner,30.7986517471625,5336.9847119999995,51.4624,-0.37847
48,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Buckinghamshire CCG,Outer,22.2120630645971,38818.06153,51.7414,-0.8064399999999999
49,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS East Berkshire CCG,Outer,29.541480001123,15803.713430000002,51.4541,-0.6802600000000001
50,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Ealing CCG,Inner,30.774326438057102,11465.530929999999,51.5244,-0.31405
51,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hillingdon CCG,Inner,28.1630532883202,7458.185529,51.5366,-0.4418
52,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hounslow CCG,Inner,29.4769528809636,5336.9847119999995,51.4624,-0.37847
53,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Buckinghamshire CCG,Outer,19.8281564440607,38818.06153,51.7414,-0.8064399999999999
54,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS East Berkshire CCG,Outer,32.1739145921297,15803.713430000002,51.4541,-0.6802600000000001
55,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Ealing CCG,Inner,30.2634947272868,11465.530929999999,51.5244,-0.31405
56,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hillingdon CCG,Inner,30.3875285161779,7458.185529,51.5366,-0.4418
57,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Hounslow CCG,Inner,27.136209739868196,5336.9847119999995,51.4624,-0.37847
58,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS Buckinghamshire CCG,Outer,18.7265139559745,38818.06153,51.7414,-0.8064399999999999
59,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS East Berkshire CCG,Outer,30.676721468310298,15803.713430000002,51.4541,-0.6802600000000001
60,2006,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,26.4,12083.80783,51.3683,-0.5151899999999999
61,2007,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,24.82,12083.80783,51.3683,-0.5151899999999999
62,2008,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.43,12083.80783,51.3683,-0.5151899999999999
63,2009,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,28.21,12083.80783,51.3683,-0.5151899999999999
64,2010,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.27,12083.80783,51.3683,-0.5151899999999999
65,2011,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,23.5,12083.80783,51.3683,-0.5151899999999999
66,2012,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,22.72,12083.80783,51.3683,-0.5151899999999999
67,2013,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,24.72,12083.80783,51.3683,-0.5151899999999999
68,2014,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.55,12083.80783,51.3683,-0.5151899999999999
69,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,29.25,12083.80783,51.3683,-0.5151899999999999
70,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,28.25,12083.80783,51.3683,-0.5151899999999999
71,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,228.786987879575,11465.530929999999,51.5244,-0.31405
72,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,239.611618426408,7458.185529,51.5366,-0.4418
73,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,285.815139463695,5336.9847119999995,51.4624,-0.37847
74,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,210.833533409036,38818.06153,51.7414,-0.8064399999999999
75,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,260.21839486640204,15803.713430000002,51.4541,-0.6802600000000001
76,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,234.244484672635,11465.530929999999,51.5244,-0.31405
77,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,230.844448876154,7458.185529,51.5366,-0.4418
78,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,282.93313950548196,5336.9847119999995,51.4624,-0.37847
79,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,208.197597465468,38818.06153,51.7414,-0.8064399999999999
80,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,243.505789509314,15803.713430000002,51.4541,-0.6802600000000001
81,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,241.97571509398202,11465.530929999999,51.5244,-0.31405
82,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,231.697709921652,7458.185529,51.5366,-0.4418
83,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,268.97059845561796,5336.9847119999995,51.4624,-0.37847
84,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,203.16153439733398,38818.06153,51.7414,-0.8064399999999999
85,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,237.12441112659698,15803.713430000002,51.4541,-0.6802600000000001
86,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,246.39752837877003,11465.530929999999,51.5244,-0.31405
87,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,225.07057358600602,7458.185529,51.5366,-0.4418
88,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,240.116282745855,5336.9847119999995,51.4624,-0.37847
89,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,194.297860113069,38818.06153,51.7414,-0.8064399999999999
90,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,227.372248997623,15803.713430000002,51.4541,-0.6802600000000001
91,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,241.37590581747799,11465.530929999999,51.5244,-0.31405
92,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,224.361912469742,7458.185529,51.5366,-0.4418
93,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,233.94710888627202,5336.9847119999995,51.4624,-0.37847
94,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,186.433751102559,38818.06153,51.7414,-0.8064399999999999
95,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,226.73676852742,15803.713430000002,51.4541,-0.6802600000000001
96,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,233.855014347258,11465.530929999999,51.5244,-0.31405
97,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,215.463531366937,7458.185529,51.5366,-0.4418
98,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,243.393209019077,5336.9847119999995,51.4624,-0.37847
99,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,176.75933171753996,38818.06153,51.7414,-0.8064399999999999
100,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,222.63990251076598,15803.713430000002,51.4541,-0.6802600000000001
101,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,221.71304989136502,11465.530929999999,51.5244,-0.31405
102,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,207.770265486781,7458.185529,51.5366,-0.4418
103,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,240.47057415899897,5336.9847119999995,51.4624,-0.37847
104,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,168.290134602018,38818.06153,51.7414,-0.8064399999999999
105,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,215.045992119036,15803.713430000002,51.4541,-0.6802600000000001
106,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,213.746271456144,11465.530929999999,51.5244,-0.31405
107,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,217.79651944334702,7458.185529,51.5366,-0.4418
108,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,223.672065132827,5336.9847119999995,51.4624,-0.37847
109,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,165.99979518383302,38818.06153,51.7414,-0.8064399999999999
110,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,209.67467019038898,15803.713430000002,51.4541,-0.6802600000000001
111,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,201.11930543156,11465.530929999999,51.5244,-0.31405
112,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,215.44927795303286,7458.185529,51.5366,-0.4418
113,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,208.915265126599,5336.9847119999995,51.4624,-0.37847
114,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,161.95909068558996,38818.06153,51.7414,-0.8064399999999999
115,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,204.79653443389,15803.713430000002,51.4541,-0.6802600000000001
116,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,196.193501630313,11465.530929999999,51.5244,-0.31405
117,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,211.404964005589,7458.185529,51.5366,-0.4418
118,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,208.46903441474498,5336.9847119999995,51.4624,-0.37847
119,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,163.690380264101,38818.06153,51.7414,-0.8064399999999999
120,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,198.474784499994,15803.713430000002,51.4541,-0.6802600000000001
121,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,189.21071256894797,11465.530929999999,51.5244,-0.31405
122,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,201.38205259658298,7458.185529,51.5366,-0.4418
123,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,204.58736388142103,5336.9847119999995,51.4624,-0.37847
124,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,155.49604607014402,38818.06153,51.7414,-0.8064399999999999
125,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,186.33808239131199,15803.713430000002,51.4541,-0.6802600000000001
126,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,181.608593758601,11465.530929999999,51.5244,-0.31405
127,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,201.246746609023,7458.185529,51.5366,-0.4418
128,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,191.336635022544,5336.9847119999995,51.4624,-0.37847
129,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,148.297996712286,38818.06153,51.7414,-0.8064399999999999
130,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,173.5936459806,15803.713430000002,51.4541,-0.6802600000000001
131,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,213.41,12083.80783,51.3683,-0.5151899999999999
132,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,209.74,12083.80783,51.3683,-0.5151899999999999
133,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,211.36,12083.80783,51.3683,-0.5151899999999999
134,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,210.29,12083.80783,51.3683,-0.5151899999999999
135,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,209.03,12083.80783,51.3683,-0.5151899999999999
136,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,205.05,12083.80783,51.3683,-0.5151899999999999
137,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,198.06,12083.80783,51.3683,-0.5151899999999999
138,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,196.93,12083.80783,51.3683,-0.5151899999999999
139,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,192.82,12083.80783,51.3683,-0.5151899999999999
140,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,189.36,12083.80783,51.3683,-0.5151899999999999
141,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,184.54,12083.80783,51.3683,-0.5151899999999999
142,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,25.241722489432203,11465.530929999999,51.5244,-0.31405
143,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,27.3050904979953,7458.185529,51.5366,-0.4418
144,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,40.85789106487221,5336.9847119999995,51.4624,-0.37847
145,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,23.3837508337476,38818.06153,51.7414,-0.8064399999999999
146,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,33.073353473227,15803.713430000002,51.4541,-0.6802600000000001
147,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,29.1377920369646,11465.530929999999,51.5244,-0.31405
148,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,27.785227167895695,7458.185529,51.5366,-0.4418
149,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,42.5446326745589,5336.9847119999995,51.4624,-0.37847
150,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.8488168974341,38818.06153,51.7414,-0.8064399999999999
151,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,33.441139015012695,15803.713430000002,51.4541,-0.6802600000000001
152,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,31.7703635775153,11465.530929999999,51.5244,-0.31405
153,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,31.43015598739069,7458.185529,51.5366,-0.4418
154,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,43.4233684410857,5336.9847119999995,51.4624,-0.37847
155,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.5339084150319,38818.06153,51.7414,-0.8064399999999999
156,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,32.3811305816104,15803.713430000002,51.4541,-0.6802600000000001
157,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,36.395967841651796,11465.530929999999,51.5244,-0.31405
158,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,35.0044446323322,7458.185529,51.5366,-0.4418
159,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,38.920084620522296,5336.9847119999995,51.4624,-0.37847
160,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.7677390002663,38818.06153,51.7414,-0.8064399999999999
161,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,31.0190001941157,15803.713430000002,51.4541,-0.6802600000000001
162,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,34.9454263029539,11465.530929999999,51.5244,-0.31405
163,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,38.641098158119895,7458.185529,51.5366,-0.4418
164,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,43.6481711006597,5336.9847119999995,51.4624,-0.37847
165,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,25.2523645594672,38818.06153,51.7414,-0.8064399999999999
166,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,33.3907944793291,15803.713430000002,51.4541,-0.6802600000000001
167,2011,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,39.417830330312,11465.530929999999,51.5244,-0.31405
168,2011,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,40.955165183452,7458.185529,51.5366,-0.4418
169,2011,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,42.0648504858523,5336.9847119999995,51.4624,-0.37847
170,2011,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,28.5518828242556,38818.06153,51.7414,-0.8064399999999999
171,2011,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,34.5083859125703,15803.713430000002,51.4541,-0.6802600000000001
172,2012,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,35.713311457884004,11465.530929999999,51.5244,-0.31405
173,2012,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,40.586149520308105,7458.185529,51.5366,-0.4418
174,2012,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,47.038594926397295,5336.9847119999995,51.4624,-0.37847
175,2012,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,30.7104853732119,38818.06153,51.7414,-0.8064399999999999
176,2012,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,38.9776467277302,15803.713430000002,51.4541,-0.6802600000000001
177,2013,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,38.3438123192037,11465.530929999999,51.5244,-0.31405
178,2013,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,42.255257997372,7458.185529,51.5366,-0.4418
179,2013,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,47.9052424896102,5336.9847119999995,51.4624,-0.37847
180,2013,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,33.691169177844,38818.06153,51.7414,-0.8064399999999999
181,2013,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,39.4857249648474,15803.713430000002,51.4541,-0.6802600000000001
