,Year,Area Name,heathrow_distance,CCG_Poll_Map,Radius Location,LAT,LONG,Indicator Name,Value,Indicator Type
27,2005,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,45.97,Health - Mortality
28,2006,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,50.28,Health - Mortality
29,2006,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,72.51,Health - Mortality
30,2006,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,55.23,Health - Mortality
31,2006,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,57.1,Health - Mortality
32,2006,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,45.53,Health - Mortality
33,2006,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,62.77,Health - Mortality
34,2006,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,60.52,Health - Mortality
35,2006,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,45.67,Health - Mortality
36,2006,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,38.63,Health - Mortality
37,2006,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,41.62,Health - Mortality
38,2006,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,44.6,Health - Mortality
39,2006,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,50.96,Health - Mortality
40,2006,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,43.2,Health - Mortality
41,2006,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,42.56,Health - Mortality
42,2007,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,44.35,Health - Mortality
43,2007,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,70.78,Health - Mortality
44,2007,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,52.42,Health - Mortality
45,2007,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,52.85,Health - Mortality
46,2007,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,40.73,Health - Mortality
47,2007,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,52.52,Health - Mortality
48,2007,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,61.04,Health - Mortality
49,2007,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,46.02,Health - Mortality
50,2007,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,45.65,Health - Mortality
51,2007,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,37.84,Health - Mortality
52,2007,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,40.69,Health - Mortality
53,2007,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,50.86,Health - Mortality
54,2007,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,36.98,Health - Mortality
55,2007,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,37.05,Health - Mortality
56,2008,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,39.71,Health - Mortality
57,2008,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,65.23,Health - Mortality
58,2008,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,49.03,Health - Mortality
59,2008,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,48.57,Health - Mortality
60,2008,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,35.72,Health - Mortality
61,2008,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,45.13,Health - Mortality
62,2008,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,55.85,Health - Mortality
63,2008,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,42.17,Health - Mortality
64,2008,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,48.71,Health - Mortality
65,2008,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,33.33,Health - Mortality
66,2008,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,36.12,Health - Mortality
67,2008,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,42.06,Health - Mortality
68,2008,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,34.53,Health - Mortality
69,2008,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,34.57,Health - Mortality
70,2009,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,37.55,Health - Mortality
71,2009,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,55.86,Health - Mortality
72,2009,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,45.09,Health - Mortality
73,2009,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,48.84,Health - Mortality
74,2009,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,34.71,Health - Mortality
75,2009,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,41.13,Health - Mortality
76,2009,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,50.79,Health - Mortality
77,2009,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,41.91,Health - Mortality
78,2009,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,46.54,Health - Mortality
79,2009,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,28.57,Health - Mortality
80,2009,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,33.9,Health - Mortality
81,2009,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,37.8,Health - Mortality
82,2009,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,31.59,Health - Mortality
83,2009,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,32.09,Health - Mortality
84,2010,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,36.41,Health - Mortality
85,2010,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,51.13,Health - Mortality
86,2010,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,43.36,Health - Mortality
87,2010,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,52.0,Health - Mortality
88,2010,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,35.48,Health - Mortality
89,2010,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,43.67,Health - Mortality
90,2010,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,45.6,Health - Mortality
91,2010,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,39.98,Health - Mortality
92,2010,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,43.04,Health - Mortality
93,2010,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,26.62,Health - Mortality
94,2010,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,30.2,Health - Mortality
95,2010,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,37.1,Health - Mortality
96,2010,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,31.77,Health - Mortality
97,2010,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,30.71,Health - Mortality
98,2011,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,37.67,Health - Mortality
99,2011,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,48.52,Health - Mortality
100,2011,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,43.62,Health - Mortality
101,2011,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,51.99,Health - Mortality
102,2011,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,34.41,Health - Mortality
103,2011,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,43.16,Health - Mortality
104,2011,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,47.66,Health - Mortality
105,2011,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,40.15,Health - Mortality
106,2011,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,40.12,Health - Mortality
107,2011,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,28.79,Health - Mortality
108,2011,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,31.32,Health - Mortality
109,2011,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,45.53,Health - Mortality
110,2011,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,29.35,Health - Mortality
111,2011,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,29.86,Health - Mortality
112,2012,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,34.51,Health - Mortality
113,2012,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,48.14,Health - Mortality
114,2012,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,40.42,Health - Mortality
115,2012,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,48.01,Health - Mortality
116,2012,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,30.81,Health - Mortality
117,2012,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,43.62,Health - Mortality
118,2012,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,44.07,Health - Mortality
119,2012,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,36.5,Health - Mortality
120,2012,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,39.87,Health - Mortality
121,2012,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,30.72,Health - Mortality
122,2012,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,36.24,Health - Mortality
123,2012,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,48.89,Health - Mortality
124,2012,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,28.99,Health - Mortality
125,2012,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,29.19,Health - Mortality
126,2013,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,32.47,Health - Mortality
127,2013,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,47.58,Health - Mortality
128,2013,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,39.76,Health - Mortality
129,2013,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,47.06,Health - Mortality
130,2013,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,29.36,Health - Mortality
131,2013,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,46.77,Health - Mortality
132,2013,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,45.78,Health - Mortality
133,2013,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,33.73,Health - Mortality
134,2013,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,36.81,Health - Mortality
135,2013,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,30.76,Health - Mortality
136,2013,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,39.6,Health - Mortality
137,2013,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,45.57,Health - Mortality
138,2013,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,29.73,Health - Mortality
139,2013,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,28.43,Health - Mortality
140,2014,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,32.3,Health - Mortality
141,2014,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,43.97,Health - Mortality
142,2014,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,36.14,Health - Mortality
143,2014,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,39.12,Health - Mortality
144,2014,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,28.69,Health - Mortality
145,2014,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,41.78,Health - Mortality
146,2014,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,40.43,Health - Mortality
147,2014,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,31.84,Health - Mortality
148,2014,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,36.98,Health - Mortality
149,2014,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,27.62,Health - Mortality
150,2014,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,35.51,Health - Mortality
151,2014,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,41.0,Health - Mortality
152,2014,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,30.59,Health - Mortality
153,2014,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,26.88,Health - Mortality
154,2015,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,29.2,Health - Mortality
155,2015,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,44.87,Health - Mortality
156,2015,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,36.01,Health - Mortality
157,2015,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,34.78,Health - Mortality
158,2015,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,28.68,Health - Mortality
159,2015,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,40.96,Health - Mortality
160,2015,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,47.21,Health - Mortality
161,2015,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,28.68,Health - Mortality
162,2015,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,34.07,Health - Mortality
163,2015,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,27.58,Health - Mortality
164,2015,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,28.99,Health - Mortality
165,2015,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,39.22,Health - Mortality
166,2015,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,30.57,Health - Mortality
167,2015,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,25.92,Health - Mortality
168,2016,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,29.72,Health - Mortality
169,2016,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,42.53,Health - Mortality
170,2016,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,34.85,Health - Mortality
171,2016,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,30.4,Health - Mortality
172,2016,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,27.72,Health - Mortality
173,2016,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,38.07,Health - Mortality
