Date,Location,Nitrogen dioxide,Ozone,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,CCG
2004-01-19,Watford Roadside,28.82608695652174,38.95652173913044,,,,Watford
2004-01-19,Watford Town Hall,,,11.0,,,Watford
2004-01-20,Brook Green,45.931875,,13.541666666666666,,,Hammersmith and Fulham
2004-01-20,Oxford High St,73.33333333333333,,15.416666666666666,,,Oxford
2004-01-20,Oxford St Ebbes (Cal Club),,43.5,,,,Oxford
2004-01-20,Watford Roadside,47.0,20.416666666666668,,,,Watford
2004-01-20,Watford Town Hall,,,15.0,,,Watford
2004-01-21,Brook Green,46.585312499999986,,22.212500000000002,,,Hammersmith and Fulham
2004-01-21,Oxford High St,84.08333333333333,,41.083333333333336,,,Oxford
2004-01-21,Oxford St Ebbes (Cal Club),,42.166666666666664,,,,Oxford
2004-01-21,Watford Roadside,45.9,21.304347826086957,,,,Watford
2004-01-21,Watford Town Hall,,,23.714285714285715,,,Watford
2004-01-22,Brook Green,46.33031249999999,,22.333333333333332,,,Hammersmith and Fulham
2004-01-22,Oxford High St,52.625,,18.791666666666668,,,Oxford
2004-01-22,Oxford St Ebbes (Cal Club),,25.166666666666668,,,,Oxford
2004-01-22,Watford Roadside,54.25,17.416666666666668,,,,Watford
2004-01-22,Watford Town Hall,,,26.75,,,Watford
2004-01-23,Brook Green,45.079218749999995,,18.099999999999998,,,Hammersmith and Fulham
2004-01-23,Oxford High St,49.34782608695652,,14.916666666666666,,,Oxford
2004-01-23,Oxford St Ebbes (Cal Club),,21.083333333333332,,,,Oxford
2004-01-23,Watford Roadside,55.166666666666664,9.916666666666666,,,,Watford
2004-01-23,Watford Town Hall,,,21.375,,,Watford
2004-01-24,Brook Green,48.05156249999999,,20.020833333333332,,,Hammersmith and Fulham
2004-01-24,Oxford High St,82.66666666666667,,27.791666666666668,,,Oxford
2004-01-24,Oxford St Ebbes (Cal Club),,42.916666666666664,,,,Oxford
2004-01-24,Watford Roadside,44.75,23.583333333333332,,,,Watford
2004-01-24,Watford Town Hall,,,24.375,,,Watford
2004-01-25,Brook Green,59.83734375,,23.791666666666668,,,Hammersmith and Fulham
2004-01-25,Oxford High St,64.54166666666667,,27.541666666666668,,,Oxford
2004-01-25,Oxford St Ebbes (Cal Club),,23.916666666666668,,,,Oxford
2004-01-25,Watford Roadside,62.25,6.333333333333333,,,,Watford
2004-01-25,Watford Town Hall,,,29.0,,,Watford
2004-01-26,Brook Green,56.52234375,,27.374999999999996,,,Hammersmith and Fulham
2004-01-26,Oxford High St,73.79166666666667,,34.291666666666664,,,Oxford
2004-01-26,Oxford St Ebbes (Cal Club),,12.333333333333334,,,,Oxford
2004-01-26,Watford Roadside,50.916666666666664,12.0,,,,Watford
2004-01-26,Watford Town Hall,,,27.083333333333332,,,Watford
2004-01-27,Broadway,68.42651785714285,,,,18.550274285714284,Hammersmith and Fulham
2004-01-27,Brook Green,51.36656249999999,,18.041666666666668,,,Hammersmith and Fulham
2004-01-27,Oxford High St,81.33333333333333,,41.333333333333336,,,Oxford
2004-01-27,Oxford St Ebbes (Cal Club),,27.5,,,,Oxford
2004-01-27,Watford Roadside,48.708333333333336,23.5,,,,Watford
2004-01-27,Watford Town Hall,,,31.875,,,Watford
2004-01-28,Broadway,49.42565217391304,,,,14.73907217391304,Hammersmith and Fulham
2004-01-28,Brook Green,40.503423913043484,,12.055555555555557,,,Hammersmith and Fulham
2004-01-28,Oxford High St,68.5,,29.541666666666668,,,Oxford
2004-01-28,Oxford St Ebbes (Cal Club),,51.0,,,,Oxford
2004-01-28,Watford Roadside,39.833333333333336,35.083333333333336,,,,Watford
2004-01-28,Watford Town Hall,,,14.583333333333334,,,Watford
2004-01-29,Broadway,67.79015625,,31.752941176470593,,20.333710833333335,Hammersmith and Fulham
2004-01-29,Brook Green,50.23499999999999,,,,,Hammersmith and Fulham
2004-01-29,Oxford High St,81.91666666666667,,23.916666666666668,,,Oxford
2004-01-29,Oxford St Ebbes (Cal Club),,34.583333333333336,,,,Oxford
2004-01-29,Watford Roadside,42.5,29.583333333333332,,,,Watford
2004-01-29,Watford Town Hall,,,20.666666666666668,,,Watford
2004-01-30,Broadway,98.98781249999998,,35.545833333333334,,13.925376666666667,Hammersmith and Fulham
2004-01-30,Brook Green,46.18687500000001,,,,,Hammersmith and Fulham
2004-01-30,Oxford High St,44.30434782608695,,20.791666666666668,,,Oxford
2004-01-30,Oxford St Ebbes (Cal Club),,38.166666666666664,,,,Oxford
2004-01-30,Watford Roadside,50.36363636363637,24.181818181818183,,,,Watford
2004-01-30,Watford Town Hall,,,22.208333333333332,,,Watford
2004-01-31,Broadway,39.89953125,,23.7375,,1.6741495833333333,Hammersmith and Fulham
2004-01-31,Brook Green,15.961406249999996,,,,,Hammersmith and Fulham
2004-01-31,Oxford High St,13.0,,23.291666666666668,,,Oxford
2004-01-31,Oxford St Ebbes (Cal Club),,71.66666666666667,,,,Oxford
2004-01-31,Watford Roadside,11.833333333333334,77.25,,,,Watford
2004-01-31,Watford Town Hall,,,16.166666666666668,,,Watford
2004-02-01,Broadway,52.84078124999999,,28.137500000000003,,5.510280416666666,Hammersmith and Fulham
2004-02-01,Brook Green,18.646875,,,,,Hammersmith and Fulham
2004-02-01,Oxford High St,26.227272727272727,,29.875,,,Oxford
2004-02-01,Oxford St Ebbes (Cal Club),,76.08333333333333,,,,Oxford
2004-02-01,Watford Roadside,17.375,77.91666666666667,,,,Watford
2004-02-01,Watford Town Hall,,,21.083333333333332,,,Watford
2004-02-02,Broadway,70.53140625,,30.612499999999997,,9.268801666666667,Hammersmith and Fulham
2004-02-02,Brook Green,22.8384375,,22.05,,,Hammersmith and Fulham
2004-02-02,Oxford High St,27.217391304347824,,22.666666666666668,,,Oxford
2004-02-02,Oxford St Ebbes (Cal Club),,66.75,,,,Oxford
2004-02-02,Watford Roadside,24.928571428571427,64.14285714285714,,,,Watford
2004-02-02,Watford Town Hall,,,17.869565217391305,,,Watford
2004-02-03,Broadway,64.57875,,26.428571428571427,,10.554903333333336,Hammersmith and Fulham
2004-02-03,Brook Green,19.36178571428572,,15.166666666666666,,,Hammersmith and Fulham
2004-02-03,Oxford High St,23.75,,19.541666666666668,,,Oxford
2004-02-03,Oxford St Ebbes (Cal Club),,52.916666666666664,,,,Oxford
2004-02-03,Watford Town Hall,,,18.875,,,Watford
2004-02-04,Broadway,76.51593749999999,,42.00416666666666,,15.2336525,Hammersmith and Fulham
2004-02-04,Brook Green,21.276562499999997,,32.94166666666667,,,Hammersmith and Fulham
2004-02-04,Oxford High St,24.692307692307693,,38.36363636363637,,,Oxford
2004-02-04,Oxford St Ebbes (Cal Club),,53.5,,,,Oxford
2004-02-04,Watford Town Hall,,,33.78260869565217,,,Watford
2004-02-05,Broadway,92.13468750000003,,30.016666666666666,,12.550578333333334,Hammersmith and Fulham
2004-02-05,Brook Green,35.78765625,,19.17916666666667,,,Hammersmith and Fulham
2004-02-05,Oxford High St,41.30434782608695,,18.916666666666668,,,Oxford
2004-02-05,Oxford St Ebbes (Cal Club),,59.416666666666664,,,,Oxford
2004-02-05,Watford Roadside,58.416666666666664,21.5,,,,Watford
2004-02-05,Watford Town Hall,,,18.333333333333332,,,Watford
2004-02-06,Broadway,86.35734374999998,,28.525000000000002,,8.093570833333333,Hammersmith and Fulham
2004-02-06,Brook Green,38.09859375,,20.000000000000004,,,Hammersmith and Fulham
2004-02-06,Oxford High St,69.82608695652173,,17.833333333333332,,,Oxford
2004-02-06,Oxford St Ebbes (Cal Club),,53.0,,,,Oxford
2004-02-06,Watford Roadside,41.916666666666664,52.083333333333336,,,,Watford
2004-02-06,Watford Town Hall,,,19.291666666666668,,,Watford
2004-02-07,Broadway,47.50968749999999,,16.504166666666666,,6.652249999999999,Hammersmith and Fulham
2004-02-07,Brook Green,21.762656250000003,,13.233333333333334,,,Hammersmith and Fulham
2004-02-07,Oxford High St,55.78260869565217,,21.708333333333332,,,Oxford
2004-02-07,Oxford St Ebbes (Cal Club),,66.33333333333333,,,,Oxford
2004-02-07,Watford Roadside,20.458333333333332,73.66666666666667,,,,Watford
2004-02-07,Watford Town Hall,,,14.375,,,Watford
2004-02-08,Broadway,29.619843749999998,,13.095833333333333,,11.829917916666666,Hammersmith and Fulham
2004-02-08,Brook Green,21.467812499999997,,13.191666666666665,,,Hammersmith and Fulham
2004-02-08,Oxford High St,44.130434782608695,,26.416666666666668,,,Oxford
2004-02-08,Oxford St Ebbes (Cal Club),,65.0,,,,Oxford
2004-02-08,Watford Roadside,30.166666666666668,67.83333333333333,,,,Watford
2004-02-08,Watford Town Hall,,,20.291666666666668,,,Watford
2004-02-09,Broadway,108.85144736842103,,29.579999999999995,,18.6263,Hammersmith and Fulham
2004-02-09,Brook Green,59.98875,,22.09583333333333,,,Hammersmith and Fulham
2004-02-09,Oxford High St,88.45454545454545,,39.708333333333336,,,Oxford
2004-02-09,Oxford St Ebbes (Cal Club),,26.333333333333332,,,,Oxford
2004-02-09,Watford Roadside,74.54166666666667,20.083333333333332,,,,Watford
2004-02-09,Watford Town Hall,,,30.041666666666668,,,Watford
2004-02-10,Broadway,109.07625,,42.19166666666667,,11.765805652173912,Hammersmith and Fulham
2004-02-10,Brook Green,59.7178125,,31.564999999999998,,,Hammersmith and Fulham
2004-02-10,Oxford High St,64.91304347826087,,34.708333333333336,,,Oxford
2004-02-10,Oxford St Ebbes (Cal Club),,40.583333333333336,,,,Oxford
2004-02-10,Watford Roadside,61.916666666666664,23.833333333333332,,,,Watford
2004-02-10,Watford Town Hall,,,32.583333333333336,,,Watford
2004-02-11,Broadway,71.97375000000001,,26.50833333333333,,8.692273333333334,Hammersmith and Fulham
2004-02-11,Brook Green,45.07125,,23.495833333333337,,,Hammersmith and Fulham
2004-02-11,Oxford High St,89.56521739130434,,48.708333333333336,,,Oxford
2004-02-11,Oxford St Ebbes (Cal Club),,19.083333333333332,,,,Oxford
2004-02-11,Watford Roadside,50.458333333333336,32.416666666666664,,,,Watford
2004-02-11,Watford Town Hall,,,28.375,,,Watford
2004-02-12,Broadway,114.67828125000001,,39.67916666666666,,15.976487083333334,Hammersmith and Fulham
2004-02-12,Brook Green,60.39515625000001,,30.53333333333333,,,Hammersmith and Fulham
2004-02-12,Oxford High St,75.73913043478261,,36.916666666666664,,,Oxford
2004-02-12,Oxford St Ebbes (Cal Club),,3.3333333333333335,,,,Oxford
2004-02-12,Watford Roadside,71.5,23.304347826086957,,,,Watford
2004-02-12,Watford Town Hall,,,35.916666666666664,,,Watford
2004-02-13,Broadway,118.3040625,,51.275000000000006,,18.17172958333333,Hammersmith and Fulham
2004-02-13,Brook Green,55.087968749999995,,39.22083333333333,,,Hammersmith and Fulham
2004-02-13,Oxford High St,62.82608695652174,,38.791666666666664,,,Oxford
2004-02-13,Oxford St Ebbes (Cal Club),,4.333333333333333,,,,Oxford
2004-02-13,Watford Roadside,66.04166666666667,3.6666666666666665,,,,Watford
2004-02-13,Watford Town Hall,,,41.208333333333336,,,Watford
2004-02-14,Broadway,74.77875,,43.25555555555555,,18.714996666666668,Hammersmith and Fulham
2004-02-14,Brook Green,48.21890625,,37.125,,,Hammersmith and Fulham
2004-02-14,Oxford High St,82.1304347826087,,45.375,,,Oxford
2004-02-14,Oxford St Ebbes (Cal Club),,13.916666666666666,,,,Oxford
2004-02-14,Watford Roadside,58.666666666666664,8.25,,,,Watford
2004-02-14,Watford Town Hall,,,41.5,,,Watford
2004-02-15,Broadway,58.77750000000001,,,,8.94727625,Hammersmith and Fulham
2004-02-15,Brook Green,38.9671875,,20.270833333333336,,,Hammersmith and Fulham
2004-02-15,Oxford High St,69.47826086956522,,31.041666666666668,,,Oxford
2004-02-15,Oxford St Ebbes (Cal Club),,29.0,,,,Oxford
2004-02-15,Watford Roadside,42.583333333333336,36.75,,,,Watford
2004-02-15,Watford Town Hall,,,22.375,,,Watford
2004-02-16,Broadway,95.28234375000001,,36.6,,13.947550833333333,Hammersmith and Fulham
2004-02-16,Brook Green,51.733125,,25.2,,,Hammersmith and Fulham
2004-02-16,Oxford High St,88.95652173913044,,46.916666666666664,,,Oxford
2004-02-16,Oxford St Ebbes (Cal Club),,12.25,,,,Oxford
2004-02-16,Watford Roadside,68.69565217391305,18.52173913043478,,,,Watford
2004-02-16,Watford Town Hall,,,36.95454545454545,,,Watford
2004-02-17,Broadway,101.56968749999997,,41.416666666666664,,22.73960791666667,Hammersmith and Fulham
2004-02-17,Brook Green,59.558437499999975,,37.225,,,Hammersmith and Fulham
2004-02-17,Oxford High St,84.34782608695652,,31.416666666666668,,,Oxford
2004-02-17,Oxford St Ebbes (Cal Club),,12.5,,,,Oxford
2004-02-17,Watford Roadside,63.958333333333336,13.333333333333334,,,,Watford
2004-02-17,Watford Town Hall,,,38.208333333333336,,,Watford
2004-02-18,Broadway,63.17625000000002,,21.966666666666665,,10.59925166666667,Hammersmith and Fulham
2004-02-18,Brook Green,40.194375,,20.112499999999997,,,Hammersmith and Fulham
2004-02-18,Oxford High St,86.95652173913044,,40.208333333333336,,,Oxford
2004-02-18,Oxford St Ebbes (Cal Club),,22.333333333333332,,,,Oxford
2004-02-18,Watford Roadside,38.708333333333336,52.083333333333336,,,,Watford
2004-02-18,Watford Town Hall,,,25.166666666666668,,,Watford
2004-02-19,Broadway,46.9678125,,18.59583333333333,,10.4440325,Hammersmith and Fulham
2004-02-19,Brook Green,29.93859375,,19.07916666666667,,,Hammersmith and Fulham
2004-02-19,Oxford High St,61.91304347826087,,27.708333333333332,,,Oxford
2004-02-19,Oxford St Ebbes (Cal Club),,56.75,,,,Oxford
2004-02-19,Watford Roadside,28.625,68.91666666666667,,,,Watford
2004-02-19,Watford Town Hall,,,20.333333333333332,,,Watford
2004-02-20,Broadway,68.5790625,,32.725,,28.8042425,Hammersmith and Fulham
2004-02-20,Brook Green,41.055,,33.93333333333334,,,Hammersmith and Fulham
2004-02-20,Oxford High St,67.21739130434783,,38.416666666666664,,,Oxford
2004-02-20,Oxford St Ebbes (Cal Club),,44.333333333333336,,,,Oxford
2004-02-20,Watford Roadside,39.375,42.583333333333336,,,,Watford
2004-02-20,Watford Town Hall,,,34.666666666666664,,,Watford
2004-02-21,Broadway,57.00046875000002,,43.78333333333333,,16.309099583333335,Hammersmith and Fulham
2004-02-21,Brook Green,43.27828125000001,,44.54583333333333,,,Hammersmith and Fulham
2004-02-21,Oxford High St,55.95652173913044,,43.583333333333336,,,Oxford
2004-02-21,Oxford St Ebbes (Cal Club),,28.0,,,,Oxford
2004-02-21,Watford Roadside,41.541666666666664,26.666666666666668,,,,Watford
2004-02-21,Watford Town Hall,,,45.875,,,Watford
2004-02-22,Broadway,32.71968749999999,,20.916666666666668,,9.878591250000001,Hammersmith and Fulham
2004-02-22,Brook Green,24.280781249999993,,21.775000000000002,,,Hammersmith and Fulham
2004-02-22,Oxford High St,43.65217391304348,,26.75,,,Oxford
2004-02-22,Oxford St Ebbes (Cal Club),,57.0,,,,Oxford
2004-02-22,Watford Roadside,21.166666666666668,77.16666666666667,,,,Watford
2004-02-22,Watford Town Hall,,,22.0,,,Watford
2004-02-23,Broadway,76.49999999999999,,27.05,,14.646037083333328,Hammersmith and Fulham
2004-02-23,Brook Green,50.67328125000001,,24.716666666666665,,,Hammersmith and Fulham
2004-02-23,Oxford High St,85.38095238095238,,40.041666666666664,,,Oxford
2004-02-23,Oxford St Ebbes (Cal Club),,32.833333333333336,,,,Oxford
2004-02-23,Watford Roadside,52.583333333333336,35.0,,,,Watford
2004-02-23,Watford Town Hall,,,34.125,,,Watford
2004-02-24,Broadway,119.69062500000003,,34.07083333333333,,16.320186666666668,Hammersmith and Fulham
2004-02-24,Brook Green,64.24406250000001,,25.704166666666666,,,Hammersmith and Fulham
2004-02-24,Oxford High St,91.69565217391305,,28.5,,,Oxford
2004-02-24,Oxford St Ebbes (Cal Club),,29.833333333333332,,,,Oxford
2004-02-24,Watford Roadside,61.875,20.916666666666668,,,,Watford
2004-02-24,Watford Town Hall,,,27.333333333333332,,,Watford
2004-02-25,Broadway,92.75624999999998,,22.350000000000005,,15.067346249999998,Hammersmith and Fulham
2004-02-25,Brook Green,56.4346875,,16.20416666666667,,,Hammersmith and Fulham
2004-02-25,Oxford High St,92.26086956521739,,46.041666666666664,,,Oxford
2004-02-25,Oxford St Ebbes (Cal Club),,33.166666666666664,,,,Oxford
2004-02-25,Watford Roadside,64.54166666666667,26.583333333333332,,,,Watford
2004-02-25,Watford Town Hall,,,35.916666666666664,,,Watford
2004-02-26,Broadway,100.86046875000001,,27.933333333333326,,15.699310000000002,Hammersmith and Fulham
2004-02-26,Brook Green,59.3671875,,21.679166666666664,,,Hammersmith and Fulham
2004-02-26,Oxford High St,96.6086956521739,,45.958333333333336,,,Oxford
2004-02-26,Oxford St Ebbes (Cal Club),,35.25,,,,Oxford
2004-02-26,Watford Roadside,65.41666666666667,29.916666666666668,,,,Watford
2004-02-26,Watford Town Hall,,,43.875,,,Watford
2004-02-27,Broadway,99.94406249999999,,30.58333333333334,,13.61493833333333,Hammersmith and Fulham
2004-02-27,Brook Green,60.339375,,23.895833333333332,,,Hammersmith and Fulham
2004-02-27,Oxford High St,90.82608695652173,,56.25,,,Oxford
2004-02-27,Oxford St Ebbes (Cal Club),,32.583333333333336,,,,Oxford
2004-02-27,Watford Roadside,63.666666666666664,25.416666666666668,,,,Watford
2004-02-27,Watford Town Hall,,,38.916666666666664,,,Watford
2004-02-28,Broadway,85.60031250000002,,28.879166666666666,,16.220402916666664,Hammersmith and Fulham
2004-02-28,Brook Green,57.67781249999999,,23.50833333333333,,,Hammersmith and Fulham
2004-02-28,Oxford High St,88.08695652173913,,47.958333333333336,,,Oxford
2004-02-28,Oxford St Ebbes (Cal Club),,32.0,,,,Oxford
2004-02-28,Watford Roadside,54.333333333333336,29.166666666666668,,,,Watford
2004-02-28,Watford Town Hall,,,27.708333333333332,,,Watford
2004-02-29,Broadway,60.5784375,,28.349999999999998,,12.861016666666666,Hammersmith and Fulham
2004-02-29,Brook Green,45.884062500000006,,25.183333333333334,,,Hammersmith and Fulham
2004-02-29,Oxford High St,67.52173913043478,,37.875,,,Oxford
2004-02-29,Oxford St Ebbes (Cal Club),,42.833333333333336,,,,Oxford
2004-02-29,Watford Roadside,42.25,45.166666666666664,,,,Watford
2004-02-29,Watford Town Hall,,,33.208333333333336,,,Watford
2004-03-01,Broadway,122.38406333333337,,47.758333333333326,,15.987574166666667,Hammersmith and Fulham
2004-03-01,Brook Green,79.28109375,,41.47083333333334,,,Hammersmith and Fulham
2004-03-01,Oxford High St,116.95652173913044,,60.375,,,Oxford
2004-03-01,Oxford St Ebbes (Cal Club),,22.083333333333332,,,,Oxford
2004-03-01,Watford Roadside,77.20833333333333,26.25,,,,Watford
2004-03-01,Watford Town Hall,,,55.75,,,Watford
2004-03-02,Broadway,172.44929347826087,,67.88260869565217,,15.953830869565218,Hammersmith and Fulham
2004-03-02,Brook Green,87.87140625,,51.34166666666666,,,Hammersmith and Fulham
2004-03-02,Oxford High St,90.3913043478261,,51.125,,,Oxford
2004-03-02,Oxford St Ebbes (Cal Club),,26.416666666666668,,,,Oxford
2004-03-02,Watford Roadside,76.875,18.25,,,,Watford
2004-03-02,Watford Town Hall,,,56.291666666666664,,,Watford
2004-03-03,Broadway,155.805,,69.18333333333332,,9.224453333333333,Hammersmith and Fulham
2004-03-03,Brook Green,60.83343750000001,,47.27916666666667,,,Hammersmith and Fulham
2004-03-03,Oxford High St,57.26086956521739,,31.625,,,Oxford
2004-03-03,Oxford St Ebbes (Cal Club),,35.25,,,,Oxford
2004-03-03,Watford Roadside,70.83333333333333,27.583333333333332,,,,Watford
2004-03-03,Watford Town Hall,,,52.08695652173913,,,Watford
2004-03-04,Broadway,124.75078125,,56.558333333333344,,10.3109875,Hammersmith and Fulham
2004-03-04,Brook Green,71.145,,40.650000000000006,,,Hammersmith and Fulham
2004-03-04,Oxford High St,72.91304347826087,,32.291666666666664,,,Oxford
2004-03-04,Oxford St Ebbes (Cal Club),,19.0,,,,Oxford
2004-03-04,Watford Roadside,68.20833333333333,19.416666666666668,,,,Watford
2004-03-04,Watford Town Hall,,,43.333333333333336,,,Watford
2004-03-05,Broadway,79.50421875000002,,49.06086956521739,,10.470063043478259,Hammersmith and Fulham
2004-03-05,Brook Green,63.144375,,42.68181818181818,,,Hammersmith and Fulham
2004-03-05,Oxford High St,97.43478260869566,,52.708333333333336,,,Oxford
2004-03-05,Oxford St Ebbes (Cal Club),,5.583333333333333,,,,Oxford
2004-03-05,Watford Roadside,60.333333333333336,12.08695652173913,,,,Watford
2004-03-05,Watford Town Hall,,,54.25,,,Watford
2004-03-06,Broadway,77.63953125,,51.66666666666668,,24.380496249999997,Hammersmith and Fulham
2004-03-06,Brook Green,57.27937500000001,,44.50416666666667,,,Hammersmith and Fulham
2004-03-06,Oxford High St,97.82608695652173,,47.958333333333336,,,Oxford
2004-03-06,Oxford St Ebbes (Cal Club),,39.0,,,,Oxford
2004-03-06,Watford Roadside,52.5,10.0,,,,Watford
2004-03-06,Watford Town Hall,,,50.666666666666664,,,Watford
