,Year,Area Name,heathrow_distance,CCG_Poll_Map,Radius Location,LAT,LONG,Indicator Name,Value,Indicator Type
11,2003,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,85.5,Health - Mortality
12,2003,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,52.39,Health - Mortality
13,2003,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,57.05,Health - Mortality
14,2003,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,54.8,Health - Mortality
15,2003,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,53.73,Health - Mortality
16,2003,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,54.17,Health - Mortality
17,2003,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,48.03,Health - Mortality
18,2003,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,53.69,Health - Mortality
19,2003,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,71.29,Health - Mortality
20,2004,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,55.28,Health - Mortality
21,2004,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,68.2,Health - Mortality
22,2004,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,46.66,Health - Mortality
23,2004,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,59.2,Health - Mortality
24,2004,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,70.77,Health - Mortality
25,2004,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,62.29,Health - Mortality
26,2004,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,49.1,Health - Mortality
27,2004,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,65.68,Health - Mortality
28,2004,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,62.86,Health - Mortality
29,2004,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,48.24,Health - Mortality
30,2004,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,62.34,Health - Mortality
31,2004,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,74.39,Health - Mortality
32,2004,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,48.38,Health - Mortality
33,2004,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,46.83,Health - Mortality
34,2004,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,52.68,Health - Mortality
35,2004,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,51.04,Health - Mortality
36,2004,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,51.52,Health - Mortality
37,2004,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,43.36,Health - Mortality
38,2004,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,48.54,Health - Mortality
39,2004,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,62.6,Health - Mortality
40,2005,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,52.84,Health - Mortality
41,2005,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,64.23,Health - Mortality
42,2005,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,45.95,Health - Mortality
43,2005,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,52.57,Health - Mortality
44,2005,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,69.72,Health - Mortality
45,2005,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,56.84,Health - Mortality
46,2005,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,40.63,Health - Mortality
47,2005,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,58.46,Health - Mortality
48,2005,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,51.33,Health - Mortality
49,2005,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,46.05,Health - Mortality
50,2005,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,64.09,Health - Mortality
51,2005,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,65.52,Health - Mortality
52,2005,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,47.33,Health - Mortality
53,2005,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,39.57,Health - Mortality
54,2005,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,48.51,Health - Mortality
55,2005,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,45.97,Health - Mortality
56,2005,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,46.67,Health - Mortality
57,2005,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,39.91,Health - Mortality
58,2005,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,46.8,Health - Mortality
59,2005,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,56.2,Health - Mortality
60,2006,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,50.28,Health - Mortality
61,2006,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,60.56,Health - Mortality
62,2006,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,43.59,Health - Mortality
63,2006,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,49.0,Health - Mortality
64,2006,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,72.51,Health - Mortality
65,2006,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,55.23,Health - Mortality
66,2006,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,37.33,Health - Mortality
67,2006,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,57.1,Health - Mortality
68,2006,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,46.73,Health - Mortality
69,2006,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,45.53,Health - Mortality
70,2006,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,62.77,Health - Mortality
71,2006,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,60.52,Health - Mortality
72,2006,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,45.67,Health - Mortality
73,2006,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,38.63,Health - Mortality
74,2006,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,43.2,Health - Mortality
75,2006,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,42.56,Health - Mortality
76,2006,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,41.62,Health - Mortality
77,2006,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,43.8,Health - Mortality
78,2006,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,44.6,Health - Mortality
79,2006,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,50.96,Health - Mortality
80,2007,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,44.35,Health - Mortality
81,2007,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,57.45,Health - Mortality
82,2007,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,41.99,Health - Mortality
83,2007,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,44.83,Health - Mortality
84,2007,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,70.78,Health - Mortality
85,2007,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,52.42,Health - Mortality
86,2007,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,35.26,Health - Mortality
87,2007,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,52.85,Health - Mortality
88,2007,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,39.2,Health - Mortality
89,2007,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,40.73,Health - Mortality
90,2007,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,52.52,Health - Mortality
91,2007,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,61.04,Health - Mortality
92,2007,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,46.02,Health - Mortality
93,2007,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,45.65,Health - Mortality
94,2007,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,36.98,Health - Mortality
95,2007,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,37.05,Health - Mortality
96,2007,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,37.84,Health - Mortality
97,2007,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,43.25,Health - Mortality
98,2007,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,40.69,Health - Mortality
99,2007,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,50.86,Health - Mortality
100,2008,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,39.71,Health - Mortality
101,2008,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,53.21,Health - Mortality
102,2008,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,37.24,Health - Mortality
103,2008,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,43.65,Health - Mortality
104,2008,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,65.23,Health - Mortality
105,2008,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,49.03,Health - Mortality
106,2008,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,32.7,Health - Mortality
107,2008,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,48.57,Health - Mortality
108,2008,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,39.39,Health - Mortality
109,2008,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,35.72,Health - Mortality
110,2008,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,45.13,Health - Mortality
111,2008,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,55.85,Health - Mortality
112,2008,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,42.17,Health - Mortality
113,2008,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,48.71,Health - Mortality
114,2008,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,34.53,Health - Mortality
115,2008,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,34.57,Health - Mortality
116,2008,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,33.33,Health - Mortality
117,2008,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,41.5,Health - Mortality
118,2008,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,36.12,Health - Mortality
119,2008,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,42.06,Health - Mortality
120,2009,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,37.55,Health - Mortality
121,2009,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,46.77,Health - Mortality
122,2009,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,35.16,Health - Mortality
123,2009,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,46.53,Health - Mortality
124,2009,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,55.86,Health - Mortality
125,2009,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,45.09,Health - Mortality
126,2009,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,29.28,Health - Mortality
127,2009,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,48.84,Health - Mortality
128,2009,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,38.02,Health - Mortality
129,2009,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,34.71,Health - Mortality
130,2009,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,41.13,Health - Mortality
131,2009,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,50.79,Health - Mortality
132,2009,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,41.91,Health - Mortality
133,2009,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,46.54,Health - Mortality
134,2009,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,31.59,Health - Mortality
135,2009,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,32.09,Health - Mortality
136,2009,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,28.57,Health - Mortality
137,2009,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,33.24,Health - Mortality
138,2009,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,33.9,Health - Mortality
139,2009,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,37.8,Health - Mortality
140,2010,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,36.41,Health - Mortality
141,2010,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,49.65,Health - Mortality
142,2010,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,32.33,Health - Mortality
143,2010,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,46.02,Health - Mortality
144,2010,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,51.13,Health - Mortality
145,2010,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,43.36,Health - Mortality
146,2010,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,25.44,Health - Mortality
147,2010,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,52.0,Health - Mortality
148,2010,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,40.76,Health - Mortality
149,2010,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,35.48,Health - Mortality
150,2010,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,43.67,Health - Mortality
151,2010,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,45.6,Health - Mortality
152,2010,NHS Kingston CCG,14640.30942,South West London,Inner,51.3929,-0.28371999999999997,<75 Coronary Heart Disease Mortality Rate,39.98,Health - Mortality
153,2010,NHS Merton CCG,19616.70838,South West London,Outer,51.4106,-0.18867,<75 Coronary Heart Disease Mortality Rate,43.04,Health - Mortality
154,2010,NHS North West Surrey CCG,12083.80783,Surrey Heartlands,Inner,51.3683,-0.5151899999999999,<75 Coronary Heart Disease Mortality Rate,31.77,Health - Mortality
155,2010,NHS Oxfordshire CCG,66982.40789,Oxford,Outer,51.7715,-1.29146,<75 Coronary Heart Disease Mortality Rate,30.71,Health - Mortality
156,2010,NHS Richmond CCG,11948.41495,South West London,Inner,51.4403,-0.28911,<75 Coronary Heart Disease Mortality Rate,26.62,Health - Mortality
157,2010,NHS Surrey Heath CCG,23497.23959,No Pollution Readings,Outer,51.3281,-0.70434,<75 Coronary Heart Disease Mortality Rate,33.6,Health - Mortality
158,2010,NHS Sutton CCG,23268.28951,South West London,Outer,51.3576,-0.17227,<75 Coronary Heart Disease Mortality Rate,30.2,Health - Mortality
159,2010,NHS Wandsworth CCG,17762.401869999998,South West London,Outer,51.4524,-0.20027999999999999,<75 Coronary Heart Disease Mortality Rate,37.1,Health - Mortality
160,2011,NHS Berkshire West CCG,49791.742289999995,Reading,Outer,51.4458,-1.16963,<75 Coronary Heart Disease Mortality Rate,37.67,Health - Mortality
161,2011,NHS Brent CCG,16247.54245,No Pollution Readings,Outer,51.5644,-0.27568000000000004,<75 Coronary Heart Disease Mortality Rate,50.96,Health - Mortality
162,2011,NHS Buckinghamshire CCG,38818.06153,No Pollution Readings,Outer,51.7414,-0.8064399999999999,<75 Coronary Heart Disease Mortality Rate,30.32,Health - Mortality
163,2011,NHS Croydon CCG,28645.8407,No Pollution Readings,Outer,51.36600000000001,-0.07761,<75 Coronary Heart Disease Mortality Rate,45.04,Health - Mortality
164,2011,NHS Ealing CCG,11465.530929999999,Ealing,Inner,51.5244,-0.31405,<75 Coronary Heart Disease Mortality Rate,48.52,Health - Mortality
165,2011,NHS East Berkshire CCG,15803.713430000002,East Berkshire,Outer,51.4541,-0.6802600000000001,<75 Coronary Heart Disease Mortality Rate,43.62,Health - Mortality
166,2011,NHS Guildford and Waverley CCG,33590.83386,No Pollution Readings,Outer,51.1811,-0.59422,<75 Coronary Heart Disease Mortality Rate,23.87,Health - Mortality
167,2011,NHS Hammersmith And Fulham CCG,16573.14549,Hammersmith and Fulham,Outer,51.4873,-0.21735,<75 Coronary Heart Disease Mortality Rate,51.99,Health - Mortality
168,2011,NHS Harrow CCG,16107.86487,No Pollution Readings,Outer,51.5946,-0.33603,<75 Coronary Heart Disease Mortality Rate,40.46,Health - Mortality
169,2011,NHS Herts Valleys CCG,29114.52213,Watford,Outer,51.7317,-0.45521000000000006,<75 Coronary Heart Disease Mortality Rate,34.41,Health - Mortality
170,2011,NHS Hillingdon CCG,7458.185529,Hillingdon,Inner,51.5366,-0.4418,<75 Coronary Heart Disease Mortality Rate,43.16,Health - Mortality
171,2011,NHS Hounslow CCG,5336.9847119999995,Hounslow,Inner,51.4624,-0.37847,<75 Coronary Heart Disease Mortality Rate,47.66,Health - Mortality
