,Unnamed: 0,Year,Indicator Type,Indicator Name,Area Name,Radius Location,Value,heathrow_distance,LAT,LONG,category
59,59,2017,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS East Berkshire CCG,Outer,30.676721468310298,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
60,60,2006,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,26.4,12083.80783,51.3683,-0.5151899999999999,MEDIUM
61,61,2007,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,24.82,12083.80783,51.3683,-0.5151899999999999,LOWER
62,62,2008,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.43,12083.80783,51.3683,-0.5151899999999999,MEDIUM
63,63,2009,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,28.21,12083.80783,51.3683,-0.5151899999999999,MEDIUM
64,64,2010,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.27,12083.80783,51.3683,-0.5151899999999999,MEDIUM
65,65,2011,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,23.5,12083.80783,51.3683,-0.5151899999999999,LOWER
66,66,2012,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,22.72,12083.80783,51.3683,-0.5151899999999999,LOWER
67,67,2013,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,24.72,12083.80783,51.3683,-0.5151899999999999,LOWER
68,68,2014,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,27.55,12083.80783,51.3683,-0.5151899999999999,MEDIUM
69,69,2015,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,29.25,12083.80783,51.3683,-0.5151899999999999,MEDIUM
70,70,2016,Health - Mortality,Under 75 Resp Disease Mortality Rate,NHS North West Surrey CCG,Inner,28.25,12083.80783,51.3683,-0.5151899999999999,MEDIUM
71,71,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,228.786987879575,11465.53093,51.5244,-0.31405,HIGH
72,72,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,239.611618426408,7458.185529,51.5366,-0.4418,HIGH
73,73,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,285.815139463695,5336.984712,51.4624,-0.37847,HIGH
74,74,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,210.833533409036,38818.06153,51.7414,-0.8064399999999999,MEDIUM
75,75,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,260.21839486640204,15803.713430000002,51.4541,-0.6802600000000001,HIGH
76,76,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,234.244484672635,11465.53093,51.5244,-0.31405,HIGH
77,77,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,230.844448876154,7458.185529,51.5366,-0.4418,HIGH
78,78,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,282.93313950548196,5336.984712,51.4624,-0.37847,HIGH
79,79,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,208.197597465468,38818.06153,51.7414,-0.8064399999999999,MEDIUM
80,80,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,243.505789509314,15803.713430000002,51.4541,-0.6802600000000001,HIGH
81,81,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,241.97571509398202,11465.53093,51.5244,-0.31405,HIGH
82,82,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,231.697709921652,7458.185529,51.5366,-0.4418,HIGH
83,83,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,268.97059845561796,5336.984712,51.4624,-0.37847,HIGH
84,84,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,203.16153439733398,38818.06153,51.7414,-0.8064399999999999,MEDIUM
85,85,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,237.12441112659698,15803.713430000002,51.4541,-0.6802600000000001,HIGH
86,86,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,246.39752837877003,11465.53093,51.5244,-0.31405,HIGH
87,87,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,225.07057358600602,7458.185529,51.5366,-0.4418,HIGH
88,88,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,240.116282745855,5336.984712,51.4624,-0.37847,HIGH
89,89,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,194.297860113069,38818.06153,51.7414,-0.8064399999999999,MEDIUM
90,90,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,227.372248997623,15803.713430000002,51.4541,-0.6802600000000001,HIGH
91,91,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,241.37590581747799,11465.53093,51.5244,-0.31405,HIGH
92,92,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,224.361912469742,7458.185529,51.5366,-0.4418,HIGH
93,93,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,233.94710888627202,5336.984712,51.4624,-0.37847,HIGH
94,94,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,186.433751102559,38818.06153,51.7414,-0.8064399999999999,MEDIUM
95,95,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,226.73676852742,15803.713430000002,51.4541,-0.6802600000000001,HIGH
96,96,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,233.855014347258,11465.53093,51.5244,-0.31405,HIGH
97,97,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,215.463531366937,7458.185529,51.5366,-0.4418,MEDIUM
98,98,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,243.393209019077,5336.984712,51.4624,-0.37847,HIGH
99,99,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,176.75933171753996,38818.06153,51.7414,-0.8064399999999999,LOWER
100,100,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,222.63990251076598,15803.713430000002,51.4541,-0.6802600000000001,HIGH
101,101,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,221.71304989136502,11465.53093,51.5244,-0.31405,HIGH
102,102,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,207.770265486781,7458.185529,51.5366,-0.4418,MEDIUM
103,103,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,240.47057415899897,5336.984712,51.4624,-0.37847,HIGH
104,104,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,168.290134602018,38818.06153,51.7414,-0.8064399999999999,LOWER
105,105,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,215.045992119036,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
106,106,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,213.746271456144,11465.53093,51.5244,-0.31405,MEDIUM
107,107,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,217.79651944334702,7458.185529,51.5366,-0.4418,MEDIUM
108,108,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,223.672065132827,5336.984712,51.4624,-0.37847,HIGH
109,109,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,165.99979518383302,38818.06153,51.7414,-0.8064399999999999,LOWER
110,110,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,209.67467019038898,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
111,111,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,201.11930543156,11465.53093,51.5244,-0.31405,MEDIUM
112,112,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,215.44927795303286,7458.185529,51.5366,-0.4418,MEDIUM
113,113,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,208.915265126599,5336.984712,51.4624,-0.37847,MEDIUM
114,114,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,161.95909068558996,38818.06153,51.7414,-0.8064399999999999,LOWER
115,115,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,204.79653443389,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
116,116,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,196.193501630313,11465.53093,51.5244,-0.31405,MEDIUM
117,117,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,211.404964005589,7458.185529,51.5366,-0.4418,MEDIUM
118,118,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,208.46903441474498,5336.984712,51.4624,-0.37847,MEDIUM
119,119,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,163.690380264101,38818.06153,51.7414,-0.8064399999999999,LOWER
120,120,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,198.474784499994,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
121,121,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,189.21071256894797,11465.53093,51.5244,-0.31405,MEDIUM
122,122,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,201.38205259658298,7458.185529,51.5366,-0.4418,MEDIUM
123,123,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,204.58736388142103,5336.984712,51.4624,-0.37847,MEDIUM
124,124,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,155.49604607014402,38818.06153,51.7414,-0.8064399999999999,LOWER
125,125,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,186.33808239131199,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
126,126,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Ealing CCG,Inner,181.608593758601,11465.53093,51.5244,-0.31405,LOWER
127,127,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hillingdon CCG,Inner,201.246746609023,7458.185529,51.5366,-0.4418,MEDIUM
128,128,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Hounslow CCG,Inner,191.336635022544,5336.984712,51.4624,-0.37847,MEDIUM
129,129,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS Buckinghamshire CCG,Outer,148.297996712286,38818.06153,51.7414,-0.8064399999999999,LOWER
130,130,2017,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS East Berkshire CCG,Outer,173.5936459806,15803.713430000002,51.4541,-0.6802600000000001,LOWER
131,131,2006,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,213.41,12083.80783,51.3683,-0.5151899999999999,MEDIUM
132,132,2007,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,209.74,12083.80783,51.3683,-0.5151899999999999,MEDIUM
133,133,2008,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,211.36,12083.80783,51.3683,-0.5151899999999999,MEDIUM
134,134,2009,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,210.29,12083.80783,51.3683,-0.5151899999999999,MEDIUM
135,135,2010,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,209.03,12083.80783,51.3683,-0.5151899999999999,MEDIUM
136,136,2011,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,205.05,12083.80783,51.3683,-0.5151899999999999,MEDIUM
137,137,2012,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,198.06,12083.80783,51.3683,-0.5151899999999999,MEDIUM
138,138,2013,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,196.93,12083.80783,51.3683,-0.5151899999999999,MEDIUM
139,139,2014,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,192.82,12083.80783,51.3683,-0.5151899999999999,MEDIUM
140,140,2015,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,189.36,12083.80783,51.3683,-0.5151899999999999,MEDIUM
141,141,2016,Health - Mortality,Pneumonia (all mentions) Mortality Rate,NHS North West Surrey CCG,Inner,184.54,12083.80783,51.3683,-0.5151899999999999,LOWER
142,142,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,25.241722489432203,11465.53093,51.5244,-0.31405,LOWER
143,143,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,27.3050904979953,7458.185529,51.5366,-0.4418,LOWER
144,144,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,40.85789106487221,5336.984712,51.4624,-0.37847,MEDIUM
145,145,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,23.3837508337476,38818.06153,51.7414,-0.8064399999999999,LOWER
146,146,2006,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,33.073353473227,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
147,147,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,29.1377920369646,11465.53093,51.5244,-0.31405,MEDIUM
148,148,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,27.785227167895695,7458.185529,51.5366,-0.4418,LOWER
149,149,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,42.5446326745589,5336.984712,51.4624,-0.37847,HIGH
150,150,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.8488168974341,38818.06153,51.7414,-0.8064399999999999,LOWER
151,151,2007,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,33.441139015012695,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
152,152,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,31.7703635775153,11465.53093,51.5244,-0.31405,MEDIUM
153,153,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,31.43015598739069,7458.185529,51.5366,-0.4418,MEDIUM
154,154,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,43.4233684410857,5336.984712,51.4624,-0.37847,HIGH
155,155,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.5339084150319,38818.06153,51.7414,-0.8064399999999999,LOWER
156,156,2008,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,32.3811305816104,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
157,157,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,36.395967841651796,11465.53093,51.5244,-0.31405,MEDIUM
158,158,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,35.0044446323322,7458.185529,51.5366,-0.4418,MEDIUM
159,159,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,38.920084620522296,5336.984712,51.4624,-0.37847,MEDIUM
160,160,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,22.7677390002663,38818.06153,51.7414,-0.8064399999999999,LOWER
161,161,2009,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS East Berkshire CCG,Outer,31.0190001941157,15803.713430000002,51.4541,-0.6802600000000001,MEDIUM
162,162,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Ealing CCG,Inner,34.9454263029539,11465.53093,51.5244,-0.31405,MEDIUM
163,163,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hillingdon CCG,Inner,38.641098158119895,7458.185529,51.5366,-0.4418,MEDIUM
164,164,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Hounslow CCG,Inner,43.6481711006597,5336.984712,51.4624,-0.37847,HIGH
165,165,2010,Health - Mortality,COPD (contributory cause) Mortality Rate,NHS Buckinghamshire CCG,Outer,25.2523645594672,38818.06153,51.7414,-0.8064399999999999,LOWER
